x,y,z,timestamp
-172.72547991268146,73,-162.50215501504314,2026-01-29T14:52:43.244Z
-172.8760662467211,73,-162.50182148287294,2026-01-29T14:52:43.294Z
-173.08568599860627,73,-162.50148795070274,2026-01-29T14:52:43.345Z
-173.32753799663507,73,-162.50115441853254,2026-01-29T14:52:43.396Z
-173.58698923765115,73,-162.50115441853254,2026-01-29T14:52:43.447Z
-173.8560496653383,73,-162.50115441853254,2026-01-29T14:52:43.497Z
-174.13035627235502,73,-162.50082088636233,2026-01-29T14:52:43.549Z
-174.40752729328565,73,-162.50048735419213,2026-01-29T14:52:43.550Z
-174.68626272080613,73,-162.50048735419213,2026-01-29T14:52:43.600Z
-174.96585231432468,73,-162.50048735419213,2026-01-29T14:52:43.649Z
-175.24590828247815,73,-162.50048735419213,2026-01-29T14:52:43.700Z
-175.5262188911823,73,-162.50048735419213,2026-01-29T14:52:43.751Z
-175.80666853362715,73,-162.50048735419213,2026-01-29T14:52:43.802Z
-176.08719408849439,73,-162.50048735419213,2026-01-29T14:52:43.852Z
-176.36776109154425,73,-162.50048735419213,2026-01-29T14:52:43.903Z
-176.61651486305524,73,-162.58473851896102,2026-01-29T14:52:43.955Z
-176.84075392539293,73,-162.7,2026-01-29T14:52:44.005Z
-177.0441390324046,73,-162.7,2026-01-29T14:52:44.054Z
-177.21830876000996,73,-162.7,2026-01-29T14:52:44.104Z
-177.35561789487014,73,-162.82020349695992,2026-01-29T14:52:44.154Z
-177.4570766423288,73,-163.01045065963123,2026-01-29T14:52:44.205Z
-177.52346600576618,73,-163.2412505063205,2026-01-29T14:52:44.254Z
-177.68285949961924,73,-163.39991850158813,2026-01-29T14:52:44.304Z
-177.89632517942306,73,-163.50218773034956,2026-01-29T14:52:44.353Z
-178.14027705409546,73,-163.5576931970831,2026-01-29T14:52:44.405Z
-178.39925371458978,73,-163.56774006569975,2026-01-29T14:52:44.455Z
-178.66782413334187,73,-163.56555904206562,2026-01-29T14:52:44.506Z
-178.94147090023606,73,-163.55556334933968,2026-01-29T14:52:44.557Z
-179.217652164418,73,-163.5374523600188,2026-01-29T14:52:44.607Z
-179.49579436064084,73,-163.52389540887552,2026-01-29T14:52:44.657Z
-179.77502468746673,73,-163.5134917983313,2026-01-29T14:52:44.708Z
-180.0548631035434,73,-163.50547682979635,2026-01-29T14:52:44.760Z
-180.33504401414226,73,-163.49943304184478,2026-01-29T14:52:44.810Z
-180.61542284142158,73,-163.4961331336232,2026-01-29T14:52:44.860Z
-180.89590798484008,73,-163.4968001956776,2026-01-29T14:52:44.911Z
-181.1764511768706,73,-163.49746725773198,2026-01-29T14:52:44.971Z
-181.65702668782995,73.41999998688698,-163.49832438807962,2026-01-29T14:52:45.013Z
-181.7,73.7531999805212,-163.49839109448743,2026-01-29T14:52:45.064Z
-181.72547991268146,74.00133597911214,-163.49845780089524,2026-01-29T14:52:45.115Z
-181.77414654590308,74.16610926093821,-163.49852450730305,2026-01-29T14:52:45.166Z
-181.8439130948162,74.24918707874468,-163.49859121371085,2026-01-29T14:52:45.218Z
-181.93288056700862,74.25220334025373,-163.49865792011866,2026-01-29T14:52:45.267Z
-182.03932087938517,74.17675927506424,-163.49872462652647,2026-01-29T14:52:45.318Z
-182.5,74.02442408821369,-163.49879133293427,2026-01-29T14:52:45.369Z
-182.37259994990765,74,-163.4987913329343,2026-01-29T14:52:45.521Z
-182.1756399090577,74,-163.49912486510453,2026-01-29T14:52:45.571Z
-181.94069967666127,74,-163.49912486510456,2026-01-29T14:52:45.622Z
-181.6850226962733,74,-163.4994583972748,2026-01-29T14:52:45.672Z
-181.41802345148196,73.92159999847412,-163.49979192944502,2026-01-29T14:52:45.723Z
-181.41802345148196,73.76636799395752,-163.49979192944502,2026-01-29T14:52:45.774Z
-181.41802345148196,73.53584062504456,-163.49979192944502,2026-01-29T14:52:45.823Z
-181.41802345148196,73.23152379758702,-163.49979192944502,2026-01-29T14:52:45.875Z
-181.41802345148196,73,-163.49979192944502,2026-01-29T14:52:45.926Z
-181.42835161395504,73,-163.37281121506894,2026-01-29T14:52:46.282Z
-181.44431895313843,73,-163.17649903064347,2026-01-29T14:52:46.333Z
-181.46336528280563,73,-162.94233186357107,2026-01-29T14:52:46.384Z
-181.48442514023608,73,-162.68752335016447,2026-01-29T14:52:46.435Z
-181.48609275536757,73,-162.56013421474347,2026-01-29T14:52:50.488Z
-181.48776037049905,73,-162.3631906113826,2026-01-29T14:52:50.540Z
-181.48942798563053,73,-162.1282702685266,2026-01-29T14:52:50.580Z
-181.49142909864287,73,-161.87261942826285,2026-01-29T14:52:50.621Z
-181.49443061386285,73,-161.60566938179062,2026-01-29T14:52:50.673Z
-181.49443061386285,72.92159999847412,-161.60566938179062,2026-01-29T14:52:58.597Z
-181.49443061386285,72.76636799395752,-161.60566938179062,2026-01-29T14:52:58.688Z
-181.49443061386285,72.53584062504456,-161.60566938179062,2026-01-29T14:52:58.735Z
-181.49443061386285,72.23152379758702,-161.60566938179062,2026-01-29T14:52:58.735Z
-181.49443061386285,72,-161.60566938179062,2026-01-29T14:52:58.749Z
-181.6211327531507,72,-161.59235245033423,2026-01-29T14:53:00.508Z
-181.81701426048974,72,-161.57176447430265,2026-01-29T14:53:00.559Z
-182.05066770278472,72,-161.54720650793303,2026-01-29T14:53:00.609Z
-182.30494462156565,72,-161.52048092683881,2026-01-29T14:53:00.660Z
-182.5704819585079,71.92159999847412,-161.49257182810499,2026-01-29T14:53:00.711Z
-182.5704819585079,71.76636799395752,-161.49257182810499,2026-01-29T14:53:00.761Z
-182.5704819585079,71.53584062504456,-161.49257182810499,2026-01-29T14:53:00.812Z
-182.5704819585079,71.23152379758702,-161.49257182810499,2026-01-29T14:53:00.863Z
-182.5704819585079,71,-161.49257182810499,2026-01-29T14:53:00.915Z
-182.69787807928267,71,-161.49357241547162,2026-01-29T14:53:04.971Z
-182.89483248200045,71,-161.49457300283825,2026-01-29T14:53:05.022Z
-183.12976570665913,71,-161.49557359020488,2026-01-29T14:53:05.073Z
-183.38542838274375,71,-161.49724120533634,2026-01-29T14:53:05.124Z
-183.6523848915742,70.92159999847412,-161.5002427205563,2026-01-29T14:53:05.175Z
-183.7,70.76636799395752,-161.50017601414848,2026-01-29T14:53:05.227Z
-183.67452,70.53584062504456,-161.50017601414848,2026-01-29T14:53:05.277Z
-183.6258532,70.23152379758702,-161.50017601414848,2026-01-29T14:53:05.328Z
-183.55608649931852,69.85489329934836,-161.50010930774067,2026-01-29T14:53:05.379Z
-183.55608649931852,69.40739540236494,-161.50010930774067,2026-01-29T14:53:05.430Z
-183.55608649931852,69,-161.50010930774067,2026-01-29T14:53:05.481Z
-183.55608649931852,68.92159999847412,-161.50010930774067,2026-01-29T14:53:11.879Z
-183.55608649931852,68.76636799395752,-161.50010930774067,2026-01-29T14:53:11.930Z
-183.55608649931852,68.53584062504456,-161.50010930774067,2026-01-29T14:53:11.981Z
-183.55608649931852,68.23152379758702,-161.50010930774067,2026-01-29T14:53:12.032Z
-183.55608649931852,68,-161.50010930774067,2026-01-29T14:53:12.083Z
-183.68348654941087,68,-161.50010930774067,2026-01-29T14:53:14.920Z
-183.88044702685366,68,-161.50010930774067,2026-01-29T14:53:14.971Z
-184.11538749762977,68,-161.50010930774067,2026-01-29T14:53:15.022Z
-184.37106504476588,68,-161.50010930774067,2026-01-29T14:53:15.072Z
-184.24366499467354,68,-161.5001093077407,2026-01-29T14:53:15.174Z
-184.04670451723075,68,-161.50010930774073,2026-01-29T14:53:15.226Z
-183.5,68,-161.50010930774076,2026-01-29T14:53:15.276Z
-183.62740005009235,68,-161.50010930774076,2026-01-29T14:53:17.204Z
-183.82436052753513,68,-161.50010930774076,2026-01-29T14:53:17.255Z
-184.05930099831124,68,-161.50010930774076,2026-01-29T14:53:17.305Z
-184.31497854544736,68,-161.50010930774076,2026-01-29T14:53:17.354Z
-184.4423785955397,68,-161.50010930774076,2026-01-29T14:53:18.217Z
-184.6393390729825,68,-161.50010930774076,2026-01-29T14:53:18.266Z
-184.8742795437586,68,-161.50010930774076,2026-01-29T14:53:18.318Z
-185.12995709089472,68,-161.50010930774076,2026-01-29T14:53:18.368Z
-185.3969570817234,68,-161.50010930774076,2026-01-29T14:53:18.419Z
-185.26955703163105,68,-161.5001093077408,2026-01-29T14:53:18.520Z
-185.07259655418827,68,-161.50010930774081,2026-01-29T14:53:18.571Z
-184.5,68,-161.50010930774084,2026-01-29T14:53:18.622Z
-184.62740005009235,68,-161.50010930774084,2026-01-29T14:53:20.554Z
-184.82436052753513,68,-161.50010930774084,2026-01-29T14:53:20.605Z
-185.05930099831124,68,-161.50010930774084,2026-01-29T14:53:20.654Z
-185.31497854544736,68,-161.50010930774084,2026-01-29T14:53:20.704Z
-185.4423785955397,68,-161.50010930774084,2026-01-29T14:53:21.562Z
-185.6393390729825,68,-161.50010930774084,2026-01-29T14:53:21.612Z
-185.8742795437586,68,-161.50010930774084,2026-01-29T14:53:21.663Z
-186.12995709089472,68,-161.50010930774084,2026-01-29T14:53:21.715Z
-186.3969570817234,68,-161.50010930774084,2026-01-29T14:53:21.766Z
-186.26955703163105,68,-161.50010930774087,2026-01-29T14:53:21.868Z
-186.07259655418827,68,-161.5001093077409,2026-01-29T14:53:21.919Z
-185.5,68,-161.50010930774093,2026-01-29T14:53:21.971Z
-185.62740005009235,68,-161.50010930774093,2026-01-29T14:53:23.853Z
-185.82436052753513,68,-161.50010930774093,2026-01-29T14:53:23.902Z
-186.05930099831124,68,-161.50010930774093,2026-01-29T14:53:23.953Z
-186.31497854544736,68,-161.50010930774093,2026-01-29T14:53:24.002Z
-186.4423785955397,68,-161.50010930774093,2026-01-29T14:53:24.902Z
-186.6393390729825,68,-161.50010930774093,2026-01-29T14:53:24.953Z
-186.8742795437586,68,-161.50010930774093,2026-01-29T14:53:25.003Z
-187.12995709089472,68,-161.50010930774093,2026-01-29T14:53:25.052Z
-187.3969570817234,68,-161.50010930774093,2026-01-29T14:53:25.102Z
-187.26955703163105,68,-161.50010930774096,2026-01-29T14:53:25.204Z
-187.07259655418827,68,-161.50010930774098,2026-01-29T14:53:25.255Z
-186.5,68,-161.500109307741,2026-01-29T14:53:25.305Z
-186.62740005009235,68,-161.500109307741,2026-01-29T14:53:27.229Z
-186.82436052753513,68,-161.500109307741,2026-01-29T14:53:27.281Z
-187.05930099831124,68,-161.500109307741,2026-01-29T14:53:27.331Z
-187.31497854544736,68,-161.500109307741,2026-01-29T14:53:27.381Z
-187.4423785955397,68,-161.500109307741,2026-01-29T14:53:28.246Z
-187.6393390729825,68,-161.500109307741,2026-01-29T14:53:28.296Z
-187.8742795437586,68,-161.500109307741,2026-01-29T14:53:28.347Z
-188.12995709089472,68,-161.500109307741,2026-01-29T14:53:28.398Z
-188.3969570817234,68,-161.500109307741,2026-01-29T14:53:28.399Z
-188.3969570817234,67.92159999847412,-161.500109307741,2026-01-29T14:53:29.657Z
-188.3969570817234,67.76636799395752,-161.500109307741,2026-01-29T14:53:29.708Z
-188.3969570817234,67.53584062504456,-161.500109307741,2026-01-29T14:53:29.760Z
-188.3969570817234,67.23152379758702,-161.500109307741,2026-01-29T14:53:29.810Z
-188.3969570817234,67,-161.500109307741,2026-01-29T14:53:29.862Z
-188.3,67.41999998688698,-161.5001093077411,2026-01-29T14:53:30.270Z
-188.3,67.7531999805212,-161.5001093077411,2026-01-29T14:53:30.320Z
-188.27452000000002,68.00133597911214,-161.5001093077411,2026-01-29T14:53:30.371Z
-188.22585320000002,68.16610926093821,-161.5001093077411,2026-01-29T14:53:30.423Z
-188.156086412,68.2,-161.5001093077411,2026-01-29T14:53:30.473Z
-188.06711863492,68.12159999847412,-161.5001093077411,2026-01-29T14:53:30.524Z
-187.9606779577772,68,-161.5001093077411,2026-01-29T14:53:30.575Z
-187.5,68,-161.50010930774113,2026-01-29T14:53:30.626Z
-187.62740005009235,68,-161.50010930774113,2026-01-29T14:53:32.802Z
-187.82436052753513,68,-161.50010930774113,2026-01-29T14:53:32.854Z
-188.05930099831124,68,-161.50010930774113,2026-01-29T14:53:32.904Z
-188.31497854544736,68,-161.50010930774113,2026-01-29T14:53:32.954Z
-188.58197853627604,67.92159999847412,-161.50010930774113,2026-01-29T14:53:33.004Z
-188.58197853627604,67.76636799395752,-161.50010930774113,2026-01-29T14:53:33.054Z
-188.58197853627604,67.53584062504456,-161.50010930774113,2026-01-29T14:53:33.104Z
-188.58197853627604,67.23152379758702,-161.50010930774113,2026-01-29T14:53:33.154Z
-188.58197853627604,67,-161.50010930774113,2026-01-29T14:53:33.204Z
-188.7093785863684,67,-161.50010930774113,2026-01-29T14:53:34.008Z
-188.90633906381117,67,-161.50010930774113,2026-01-29T14:53:34.058Z
-189.14127953458728,67,-161.50010930774113,2026-01-29T14:53:34.109Z
-189.3969570817234,67,-161.50010930774113,2026-01-29T14:53:34.160Z
-189.26955703163105,67,-161.50010930774116,2026-01-29T14:53:34.262Z
-189.07259655418827,67,-161.50010930774118,2026-01-29T14:53:34.313Z
-188.5,67,-161.5001093077412,2026-01-29T14:53:34.363Z
-188.62740005009235,67,-161.5001093077412,2026-01-29T14:53:36.295Z
-188.82436052753513,67,-161.5001093077412,2026-01-29T14:53:36.346Z
-189.05930099831124,67,-161.5001093077412,2026-01-29T14:53:36.396Z
-189.31497854544736,67,-161.5001093077412,2026-01-29T14:53:36.447Z
-189.4423785955397,67,-161.5001093077412,2026-01-29T14:53:37.310Z
-189.6393390729825,67,-161.5001093077412,2026-01-29T14:53:37.361Z
-189.8742795437586,67,-161.5001093077412,2026-01-29T14:53:37.412Z
-190.12995709089472,67,-161.5001093077412,2026-01-29T14:53:37.463Z
-190.3969570817234,67,-161.5001093077412,2026-01-29T14:53:37.513Z
-190.26955703163105,67,-161.50010930774124,2026-01-29T14:53:37.614Z
-190.07259655418827,67,-161.50010930774127,2026-01-29T14:53:37.665Z
-189.5,67,-161.5001093077413,2026-01-29T14:53:37.715Z
-189.62740005009235,67,-161.5001093077413,2026-01-29T14:53:39.603Z
-189.82436052753513,67,-161.5001093077413,2026-01-29T14:53:39.650Z
-190.05930099831124,67,-161.5001093077413,2026-01-29T14:53:39.701Z
-190.31497854544736,67,-161.5001093077413,2026-01-29T14:53:39.751Z
-190.4423785955397,67,-161.5001093077413,2026-01-29T14:53:40.604Z
-190.6393390729825,67,-161.5001093077413,2026-01-29T14:53:40.655Z
-190.8742795437586,67,-161.5001093077413,2026-01-29T14:53:40.705Z
-191.12995709089472,67,-161.5001093077413,2026-01-29T14:53:40.753Z
-191.3969570817234,67,-161.5001093077413,2026-01-29T14:53:40.803Z
-191.26955703163105,67,-161.50010930774133,2026-01-29T14:53:41.408Z
-191.07259655418827,67,-161.50010930774135,2026-01-29T14:53:41.460Z
-190.83765608341216,67,-161.50010930774138,2026-01-29T14:53:41.511Z
-190.58197853627604,67,-161.5001093077414,2026-01-29T14:53:41.563Z
-190.31497854544736,67,-161.50010930774144,2026-01-29T14:53:41.614Z
-190.04179650036255,67,-161.50010930774147,2026-01-29T14:53:41.665Z
-189.7652390536539,67,-161.5001093077415,2026-01-29T14:53:41.717Z
-189.4868386376586,67,-161.50010930774152,2026-01-29T14:53:41.766Z
-189.2074319604328,67,-161.50010930774155,2026-01-29T14:53:41.817Z
-188.92747586457517,67,-161.50010930774158,2026-01-29T14:53:41.868Z
-188.64721978614455,67,-161.5001093077416,2026-01-29T14:53:41.937Z
-188.3,67.41999998688698,-161.5001093077417,2026-01-29T14:53:41.970Z
-188.3,67.7531999805212,-161.5001093077417,2026-01-29T14:53:42.021Z
-188.27452000000002,68.00133597911214,-161.5001093077417,2026-01-29T14:53:42.072Z
-188.22585320000002,68.16610926093821,-161.5001093077417,2026-01-29T14:53:42.123Z
-188.156086412,68.2,-161.5001093077417,2026-01-29T14:53:42.174Z
-188.06711863492,68.12159999847412,-161.5001093077417,2026-01-29T14:53:42.225Z
-187.9606779577772,68,-161.5001093077417,2026-01-29T14:53:42.275Z
-187.73641689148488,68,-161.50010930774172,2026-01-29T14:53:42.328Z
-187.48657029919693,68,-161.50010930774175,2026-01-29T14:53:42.378Z
-187.22275400971535,68,-161.50010930774178,2026-01-29T14:53:42.428Z
-186.95131026556604,68,-161.5001093077418,2026-01-29T14:53:42.480Z
-186.67570193116816,68,-161.50010930774184,2026-01-29T14:53:42.530Z
-186.39781973049458,68,-161.50010930774187,2026-01-29T14:53:42.581Z
-186.11869599883443,68,-161.5001093077419,2026-01-29T14:53:42.632Z
-185.83889439125562,68,-161.50010930774192,2026-01-29T14:53:42.683Z
-185.55872266342524,68,-161.50010930774195,2026-01-29T14:53:42.735Z
-185.2783488499375,68,-161.50010930774198,2026-01-29T14:53:42.785Z
-184.99786469768082,68,-161.500109307742,2026-01-29T14:53:42.836Z
-184.71732030045632,68,-161.50010930774204,2026-01-29T14:53:42.887Z
-184.4367430094794,68,-161.50010930774206,2026-01-29T14:53:42.938Z
-184.1561477585136,68,-161.5001093077421,2026-01-29T14:53:42.989Z
-183.87554270139395,68,-161.50010930774212,2026-01-29T14:53:43.040Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:43.090Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:43.193Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:43.245Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:43.296Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:43.347Z
-183.59493229011426,69.24918707874468,-161.50010930774215,2026-01-29T14:53:43.398Z
-183.59493229011426,69.17675927506424,-161.50010930774215,2026-01-29T14:53:43.449Z
-183.59493229011426,69.02442408821369,-161.50010930774215,2026-01-29T14:53:43.500Z
-183.59493229011426,68.79673560066871,-161.50010930774215,2026-01-29T14:53:43.551Z
-183.59493229011426,68.49520087700593,-161.50010930774215,2026-01-29T14:53:43.600Z
-183.59493229011426,68.1212968405392,-161.50010930774215,2026-01-29T14:53:43.651Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:43.702Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:43.751Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:43.802Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:43.852Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:43.902Z
-183.59493229011426,69.24918707874468,-161.50010930774215,2026-01-29T14:53:43.952Z
-183.59493229011426,69.17675927506424,-161.50010930774215,2026-01-29T14:53:44.052Z
-183.59493229011426,69.02442408821369,-161.50010930774215,2026-01-29T14:53:44.102Z
-183.59493229011426,68.79673560066871,-161.50010930774215,2026-01-29T14:53:44.152Z
-183.59493229011426,68.49520087700593,-161.50010930774215,2026-01-29T14:53:44.202Z
-183.59493229011426,68.1212968405392,-161.50010930774215,2026-01-29T14:53:44.252Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:44.303Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:44.352Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:44.403Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:44.452Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:44.503Z
-183.59493229011426,69.24918707874468,-161.50010930774215,2026-01-29T14:53:44.554Z
-183.59493229011426,69.17675927506424,-161.50010930774215,2026-01-29T14:53:44.655Z
-183.59493229011426,69.02442408821369,-161.50010930774215,2026-01-29T14:53:44.706Z
-183.59493229011426,68.79673560066871,-161.50010930774215,2026-01-29T14:53:44.756Z
-183.59493229011426,68.49520087700593,-161.50010930774215,2026-01-29T14:53:44.807Z
-183.59493229011426,68.1212968405392,-161.50010930774215,2026-01-29T14:53:44.857Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:44.908Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:44.958Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:45.009Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:45.060Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:45.110Z
-183.59493229011426,69.24918707874468,-161.50010930774215,2026-01-29T14:53:45.161Z
-183.59493229011426,69.17675927506424,-161.50010930774215,2026-01-29T14:53:45.263Z
-183.59493229011426,69.02442408821369,-161.50010930774215,2026-01-29T14:53:45.313Z
-183.59493229011426,68.79673560066871,-161.50010930774215,2026-01-29T14:53:45.365Z
-183.59493229011426,68.49520087700593,-161.50010930774215,2026-01-29T14:53:45.415Z
-183.59493229011426,68.1212968405392,-161.50010930774215,2026-01-29T14:53:45.467Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:45.517Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:45.569Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:45.619Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:45.669Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:45.720Z
-183.59493229011426,69.24918707874468,-161.50010930774215,2026-01-29T14:53:45.771Z
-183.59493229011426,69.17675927506424,-161.50010930774215,2026-01-29T14:53:45.873Z
-183.59493229011426,69.02442408821369,-161.50010930774215,2026-01-29T14:53:45.925Z
-183.59493229011426,68.79673560066871,-161.50010930774215,2026-01-29T14:53:45.976Z
-183.59493229011426,68.49520087700593,-161.50010930774215,2026-01-29T14:53:46.027Z
-183.59493229011426,68.1212968405392,-161.50010930774215,2026-01-29T14:53:46.077Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:46.128Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:46.178Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:46.229Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:46.281Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:46.332Z
-183.59493229011426,69.24918707874468,-161.50010930774215,2026-01-29T14:53:46.382Z
-183.59493229011426,69.17675927506424,-161.50010930774215,2026-01-29T14:53:46.484Z
-183.59493229011426,69.02442408821369,-161.50010930774215,2026-01-29T14:53:46.535Z
-183.59493229011426,68.79673560066871,-161.50010930774215,2026-01-29T14:53:46.585Z
-183.59493229011426,68.49520087700593,-161.50010930774215,2026-01-29T14:53:46.636Z
-183.59493229011426,68.1212968405392,-161.50010930774215,2026-01-29T14:53:46.687Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:46.739Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:46.789Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:46.840Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:46.890Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:46.941Z
-183.59493229011426,69.24918707874468,-161.50010930774215,2026-01-29T14:53:46.992Z
-183.59493229011426,69.17675927506424,-161.50010930774215,2026-01-29T14:53:47.094Z
-183.59493229011426,69.02442408821369,-161.50010930774215,2026-01-29T14:53:47.144Z
-183.59493229011426,68.79673560066871,-161.50010930774215,2026-01-29T14:53:47.196Z
-183.59493229011426,68.49520087700593,-161.50010930774215,2026-01-29T14:53:47.247Z
-183.59493229011426,68.1212968405392,-161.50010930774215,2026-01-29T14:53:47.298Z
-183.59493229011426,68,-161.50010930774215,2026-01-29T14:53:47.348Z
-183.59493229011426,68.41999998688698,-161.50010930774215,2026-01-29T14:53:47.349Z
-183.59493229011426,68.7531999805212,-161.50010930774215,2026-01-29T14:53:47.400Z
-183.59493229011426,69.00133597911214,-161.50010930774215,2026-01-29T14:53:47.452Z
-183.59493229011426,69.16610926093821,-161.50010930774215,2026-01-29T14:53:47.503Z
